Count,Attributes
1,"('44FT', '(30FT')"
1,"('(ASR', '1277466)')"
1,"('1277466)', '385123.70N0962936.50W')"
1,"('385123.70N0962936.50W', '(11.4NM')"
1,"('NNE', 'K63)')"
1,"('K63)', '1774.9FT')"
1,"('1774.9FT', '(315.0FT')"
1,"('(ASR', '1283986)')"
1,"('1283986)', '383918.00N0892207.00W')"
1,"('383918.00N0892207.00W', '(10.9NM')"
1,"('(10.9NM', 'S')"
1,"('S', 'GRE)')"
1,"('GRE)', '734.9FT')"
1,"('734.9FT', '(249.3FT')"
1,"('(ASR', '1017507)')"
1,"('1017507)', '382812.60N0775936.40W')"
1,"('382812.60N0775936.40W', '(7.1NM')"
1,"('WSW', 'CJR)')"
1,"('CJR)', '669.0FT')"
1,"('669.0FT', '(257.9FT')"
1,"('IAP', 'RIO')"
1,"('RIO', 'VISTA')"
1,"('VISTA', 'MUNI,')"
1,"('MUNI,', 'RIO')"
1,"('RIO', 'VISTA,')"
1,"('VISTA,', 'CA.')"
1,"('MDA', '660/')"
1,"('660/', 'HAA')"
1,"('HAA', '637.')"
1,"('637.', '2404031402-2604031402EST')"
1,"('09', 'PULSATING')"
1,"('(ASR', '1211896)')"
1,"('1211896)', '380908.10N0810655.80W')"
1,"('380908.10N0810655.80W', '(12.5NM')"
1,"('(12.5NM', 'WSW')"
1,"('WSW', 'SXL)')"
1,"('SXL)', '2843.8FT')"
1,"('2843.8FT', '(296.9FT')"
1,"('3.00/TCH', '44).')"
1,"('44).', '2311201944-2511201944EST')"
1,"('INSTRUCTIONS,', 'PRESCRIBED')"
1,"('INSTRUCTIONS,', 'B.')"
1,"('INSTRUCTIONS,', '3.')"
1,"('INSTRUCTIONS,', 'FOUND')"
1,"('INSTRUCTIONS,', '390139.1N/0773826.7W;')"
1,"('INSTRUCTIONS,', 'WAIVERS.FAA.GOV.')"
1,"('(ASR', '1255455)')"
1,"('1255455)', '391822.20N0862817.80W')"
1,"('391822.20N0862817.80W', '(11.8NM')"
1,"('NE', 'BMG)')"
1,"('BMG)', '1164.0FT')"
1,"('1164.0FT', '(304.1FT')"
1,"('(ASR', '1056024)')"
1,"('1056024)', '380612.30N0911849.70W')"
1,"('380612.30N0911849.70W', '(5.8NM')"
1,"('ENE', 'UBX)')"
1,"('UBX)', '1343.8FT')"
1,"('1343.8FT', '(319.9FT')"
1,"('DA', '360/HAT')"
1,"('360/HAT', '351')"
1,"('351', 'ALL')"
1,"('3000.', 'TEMPORARY')"
1,"('(2021-AWP-18824-OE).', '2410311204-2503011204EST')"
1,"('(ASR', '1042141)')"
1,"('1042141)', '374322.10N0995937.70W')"
1,"('374322.10N0995937.70W', '(2.8NM')"
1,"('SSW', 'DDC)')"
1,"('DDC)', '2919.9FT')"
1,"('2919.9FT', '(426.8FT')"
1,"('(426.8FT', 'AGL)')"
1,"('(ASN', '2023-AGL-4646-OE)')"
1,"('2023-AGL-4646-OE)', '380043N0893856W')"
1,"('380043N0893856W', '(8.5NM')"
1,"('(8.5NM', 'SSE')"
1,"('SSE', 'SAR)')"
1,"('SAR)', '694FT')"
1,"('694FT', '(265FT')"
1,"('A3809/24', 'NOTAMC')"
1,"('NOTAMC', 'A3808/24')"
1,"('A3808/24', 'Q)')"
1,"('Q)', 'KZDC/QMXXX////000/999/3911N07640W005')"
1,"('KZDC/QMXXX////000/999/3911N07640W005', 'A)')"
1,"('B)', '2411242014')"
1,"('2411242014', 'E)')"
1,"('T', 'BTN')"
1,"('AND', 'B6')"
1,"('WIP', 'CANCELED')"
1,"('AMDT', '18C...')"
1,"('18C...', 'MISSED')"
1,"('HEADING', '170')"
1,"('170', 'AND')"
1,"('FLM', 'R-324')"
1,"('R-324', 'TO')"
1,"('19R', 'PAPI')"
1,"('V77', 'FLOSS')"
1,"('MOCA', '3000.')"
1,"('RWY', '03R/21L.')"
1,"('03R/21L.', 'CONST')"
1,"('AND', 'JET')"
1,"('28R', 'CAT')"
1,"('M', 'NONMOVEMENT')"
1,"('19B...', 'MISSED')"
1,"('TO', '4200')"
1,"('4200', 'THEN')"
1,"('TO', '4300')"
1,"('4300', 'DIRECT')"
1,"('DIRECT', 'DDC')"
1,"('HOLD.', '2409041641-2609041639EST')"
1,"('SUGAR', 'RAMP')"
1,"('SPOT', 'S6')"
1,"('S6', 'RESTRICTED')"
1,"('OF', '62')"
1,"('62', 'FEET')"
1,"('IAP', 'OLNEY-NOBLE,')"
1,"('OLNEY-NOBLE,', 'OLNEY-NOBLE,')"
1,"('OLNEY-NOBLE,', 'IL.')"
1,"('IL.', 'LOC')"
1,"('7...', 'RNAV')"
1,"('4,', 'ORIG-C...')"
1,"('MDA', '1000/HAA')"
1,"('1000/HAA', '518.')"
1,"('518.', '2408051852-2608051852EST')"
1,"('A2274/24', 'NOTAMC')"
1,"('NOTAMC', 'A2258/24')"
1,"('A2258/24', 'Q)')"
1,"('AREA', '4')"
1,"('4', '-')"
1,"('-', 'VACAPES')"
1,"('VACAPES', 'STNR')"
1,"('APN', 'SW')"
1,"('SW', '200FT')"
1,"('200FT', 'WIP')"
1,"('TXL', 'WIP')"
1,"('4100.', '2406031559-2606031559EST')"
1,"('ALL', 'TRAN')"
1,"('TRAN', 'ACFT')"
1,"('OBTAIN', 'PPR')"
1,"('PPR', 'NR')"
1,"('NR', 'FOR')"
1,"('FOR', 'TRACKING')"
1,"('TRACKING', 'AND')"
1,"('RAMP', 'AVBL')"
1,"('AVBL', 'VIA')"
1,"('VIA', 'EMAIL:')"
1,"('EMAIL:', '89OSS.OSA@US.AF.MIL')"
1,"('89OSS.OSA@US.AF.MIL', 'OR')"
1,"('OR', 'DSN')"
1,"('DSN', '858-3411/9442')"
1,"('858-3411/9442', 'OR')"
1,"('OR', 'C301-981-3411/9442')"
1,"('C301-981-3411/9442', 'NO')"
1,"('THAN', '48')"
1,"('48', 'HR')"
1,"('HR', 'PRIOR')"
1,"('TO', 'ARR.')"
1,"('(ASR', '1272548)')"
1,"('1272548)', '391427.80N0924718.10W')"
1,"('391427.80N0924718.10W', '(18.3NM')"
1,"('(18.3NM', 'NNW')"
1,"('NNW', 'VER)')"
1,"('VER)', '1207.3FT')"
1,"('1207.3FT', '(403.5FT')"
1,"('(ASN', '2017-AGL-10836-OE)')"
1,"('2017-AGL-10836-OE)', '390421N0894511W')"
1,"('390421N0894511W', '(6.5NM')"
1,"('(6.5NM', 'SW')"
1,"('SW', '3LF)')"
1,"('3LF)', '886FT')"
1,"('886FT', '(230FT')"
1,"('36L', 'RAI')"
1,"('VIP', '2')"
1,"('2', 'CLSD')"
1,"('(ASR', '1252855)')"
1,"('1252855)', '374615.00N0915134.00W')"
1,"('374615.00N0915134.00W', '(10.1NM')"
1,"('(10.1NM', 'SSW')"
1,"('SSW', 'K07)')"
1,"('K07)', '1452.4FT')"
1,"('1452.4FT', '(314.6FT')"
1,"('4IN', 'DRY')"
1,"('AT', '2411260147.')"
1,"('2411260147.', 'COND')"
1,"('MNT', '2411260150-2411261500.')"
1,"('(ASR', '1063914)')"
1,"('1063914)', '382532.00N1075259.00W')"
1,"('382532.00N1075259.00W', '(5.1NM')"
1,"('PCL', 'ALL')"
1,"('TO', '2400FT')"
1,"('2400FT', 'X')"
1,"('X', '36FT.')"
1,"('36FT.', 'DECLARED')"
1,"('08', 'TORA')"
1,"('2400FT.', 'RWY')"
1,"('26', 'TORA')"
1,"('(ASR', '1267144)')"
1,"('1267144)', '392030.10N0855800.80W')"
1,"('392030.10N0855800.80W', '(5.8NM')"
1,"('NW', 'BAK)')"
1,"('BAK)', '920.9FT')"
1,"('920.9FT', '(254.9FT')"
1,"('OF', '372345N1000109W')"
1,"('372345N1000109W', '(7.7NM')"
1,"('(7.7NM', 'E')"
1,"('E', '18K)')"
1,"('18K)', '3197FT')"
1,"('3197FT', '(660FT')"
1,"('(660FT', 'AGL)')"
1,"('(ASR', '1030116)')"
1,"('1030116)', '382412.00N0865511.00W')"
1,"('382412.00N0865511.00W', '(9.4NM')"
1,"('NE', 'HNB)')"
1,"('HNB)', '815.9FT')"
1,"('815.9FT', '(336.9FT')"
1,"('8', 'PRESCRIBED')"
1,"('8', 'B.')"
1,"(',', 'NATIONAL')"
1,"('(NG)', ',')"
1,"(',', 'LAW')"
1,"('8', 'ZDC')"
1,"('ZDC', '...SPECIAL')"
1,"('IS', 'CLOSED)')"
1,"('CLOSED)', ';')"
1,"(';', '2.')"
1,"('8', '3.')"
1,"('8', 'FOUND')"
1,"('8', '390139.1N/0773826.7W;')"
1,"('8', 'WAIVERS.FAA.GOV.')"
1,"('(ASR', '1255939)')"
1,"('1255939)', '385503.70N0840547.50W')"
1,"('385503.70N0840547.50W', '(10.2NM')"
1,"('WNW', 'GEO)')"
1,"('GEO)', '1228.7FT')"
1,"('1228.7FT', '(319.9FT')"
1,"('ODP', 'EMPORIA')"
1,"('EMPORIA', 'MUNI,')"
1,"('MUNI,', 'EMPORIA,')"
1,"('EMPORIA,', 'KS.')"
1,"('19:', 'STANDARD')"
1,"('TO', '1800.')"
1,"('1800.', 'TAKEOFF')"
1,"('1:', 'APPROACH')"
1,"('APPROACH', 'LIGHTS')"
1,"('DER,', '31')"
1,"('WAY,', 'LIGHT')"
1,"('TO', '1206')"
1,"('1206', 'FT')"
1,"('19:', 'LIGHT')"
1,"('POLES', '34')"
1,"('FT', 'AGL/1206')"
1,"('AGL/1206', 'FT')"
1,"('TREE', '58')"
1,"('FT', 'AGL/1209')"
1,"('AGL/1209', 'FT')"
1,"('BEGINNING', '233')"
1,"('DER,', '283')"
1,"('283', 'FT')"
1,"('TO', '1216')"
1,"('1216', 'FT')"
1,"('TREE', '274')"
1,"('CENTERLINE,', '1215')"
1,"('1215', 'FT')"
1,"('TREE', '322')"
1,"('CENTERLINE,', '1227')"
1,"('1227', 'FT')"
1,"('BEGINNING', '428')"
1,"('TO', '1232')"
1,"('1232', 'FT')"
1,"('TREE', '514')"
1,"('FT', 'AGL/1219')"
1,"('AGL/1219', 'FT')"
1,"('BEGINNING', '1004')"
1,"('FT', 'AGL/1241')"
1,"('AGL/1241', 'FT')"
1,"('CENTERLINE,', '44')"
1,"('FT', 'AGL/1233')"
1,"('AGL/1233', 'FT')"
1,"('CENTERLINE,', '61')"
1,"('FT', 'AGL/1248')"
1,"('AGL/1248', 'FT')"
1,"('PUBLISHED.', '2310031827-2510031827EST')"
1,"('AT', '2406302034.')"
1,"('(ASN', '2018-AGL-10287-OE)')"
1,"('2018-AGL-10287-OE)', '375802N0864515W')"
1,"('375802N0864515W', '(4.3NM')"
1,"('SW', 'TEL)')"
1,"('TEL)', '752FT')"
1,"('752FT', '(320FT')"
1,"('(ASR', '1020434)')"
1,"('1020434)', '382234.00N0814212.00W')"
1,"('382234.00N0814212.00W', '(5.2NM')"
1,"('CRW)', '1174.2FT')"
1,"('1174.2FT', '(285.1FT')"
1,"('(ASR', '1244109)')"
1,"('1244109)', '384231.40N0835716.90W')"
1,"('384231.40N0835716.90W', '(11.0NM')"
1,"('SSW', 'GEO)')"
1,"('GEO)', '1236.9FT')"
1,"('1236.9FT', '(319.9FT')"
1,"('ZOA', 'CA..AIRSPACE')"
1,"('CA..AIRSPACE', 'WONDER')"
1,"('WONDER', 'VALLEY,')"
1,"('VALLEY,', 'CA..TEMPORARY')"
1,"('AS', '364056N1192633W')"
1,"('364056N1192633W', '(FRA147026.3)')"
1,"('(FRA147026.3)', 'TO')"
1,"('TO', '364010N1191130W')"
1,"('364010N1191130W', '(FRA126032.5)')"
1,"('(FRA126032.5)', 'TO')"
1,"('TO', '364824N1191025W')"
1,"('364824N1191025W', '(FRA114027.0)')"
1,"('(FRA114027.0)', 'TO')"
1,"('TO', '365134N1192016W')"
1,"('365134N1192016W', '(FRA123019.2)')"
1,"('(FRA123019.2)', 'TO')"
1,"('TO', '365528N1191944W')"
1,"('365528N1191944W', '(FRA113016.7)')"
1,"('(FRA113016.7)', 'TO')"
1,"('TO', '365701N1192338W')"
1,"('365701N1192338W', '(FRA117013.4)')"
1,"('(FRA117013.4)', 'TO')"
1,"('ORIGIN', 'SFC-5000FT.')"
1,"('SFC-5000FT.', 'TO')"
1,"('FIGHTING', 'AIRCRAFT')"
1,"('OPERATIONS.', 'PURSUANT')"
1,"('EFFECT.', 'FRESNO')"
1,"('FRESNO', 'KINGS')"
1,"('KINGS', 'UNIT')"
1,"('UNIT', 'CALFIRE')"
1,"('CALFIRE', 'TEL')"
1,"('TEL', '559-294-6818')"
1,"('559-294-6818', 'OR')"
1,"('FREQ', '119.7250/THE')"
1,"('119.7250/THE', 'FRESNO')"
1,"('FRESNO', 'JUNE')"
1,"('JUNE', 'LIGHTNING')"
1,"('LIGHTNING', 'COMPLEX')"
1,"('COMPLEX', 'FIRE')"
1,"('OPERATION.', 'OAKLAND')"
1,"('OAKLAND', '/ZOA/')"
1,"('/ZOA/', 'ARTCC')"
1,"('TEL', '510-745-3331')"
1,"('510-745-3331', 'IS')"
1,"('(ASR', '1212387)')"
1,"('1212387)', '383414.00N0973829.10W')"
1,"('383414.00N0973829.10W', '(13.2NM')"
1,"('S', 'SLN)')"
1,"('SLN)', '1817.9FT')"
1,"('1817.9FT', '(498.0FT')"
1,"('(ASN', '2021-AGL-27042-OE)')"
1,"('2021-AGL-27042-OE)', '385033N0853002W')"
1,"('385033N0853002W', '(5.2NM')"
1,"('(5.2NM', 'NNW')"
1,"('NNW', 'IMS)')"
1,"('IMS)', '1113FT')"
1,"('1113FT', '(340FT')"
1,"('(ASR', '1284481)')"
1,"('1284481)', '382823.30N0815336.30W')"
1,"('382823.30N0815336.30W', '(14.6NM')"
1,"('12V)', '1246.7FT')"
1,"('1246.7FT', '(308.1FT')"
1,"('(ASR', '1259032)')"
1,"('1259032)', '381553.90N0860104.50W')"
1,"('381553.90N0860104.50W', '(14.3NM')"
1,"('(14.3NM', 'WNW')"
1,"('SDF)', '1154.9FT')"
1,"('1154.9FT', '(292.0FT')"
1,"('(ASN', '2016-AGL-3260-OE)')"
1,"('2016-AGL-3260-OE)', '381933N0871101W')"
1,"('381933N0871101W', '(11.7NM')"
1,"('(11.7NM', 'WNW')"
1,"('WNW', 'HNB)')"
1,"('HNB)', '815FT')"
1,"('815FT', '(226FT')"
1,"('IAP', 'MID-OHIO')"
1,"('MID-OHIO', 'VALLEY')"
1,"('RGNL,', 'PARKERSBURG,')"
1,"('PARKERSBURG,', 'WV.')"
1,"('WV.', 'VOR')"
1,"('AMDT', '17E...')"
1,"('17E...', 'DISREGARD:')"
1,"('DISREGARD:', 'DESCENT')"
1,"('3.00/TCH', '56.')"
1,"('56.', 'NOTE:')"
1,"('OBSTACLES.', '2409201353-2609201350EST')"
1,"('ATIS', 'U/S')"
1,"('(ASR', '1303572)')"
1,"('1303572)', '385623.36N0764606.59W')"
1,"('385623.36N0764606.59W', '(0.2NM')"
1,"('ESE', 'W00)')"
1,"('W00)', '260FT')"
1,"('260FT', '(101FT')"
1,"('(101FT', 'AGL)')"
1,"('UNKNOWN)', '380258N0871910W')"
1,"('380258N0871910W', '(.25NM')"
1,"('(.25NM', 'NNW')"
1,"('I91)', '545FT')"
1,"('545FT', '(170FT')"
1,"('(170FT', 'AGL)')"
1,"('M1405/24', 'NOTAMC')"
1,"('NOTAMC', 'M1399/24')"
1,"('M1399/24', 'A)')"
1,"('(ASR', '1212409)')"
1,"('1212409)', '380333.60N0871613.10W')"
1,"('380333.60N0871613.10W', '(2.4NM')"
1,"('(2.4NM', 'ENE')"
1,"('ENE', 'I91)')"
1,"('I91)', '765.1FT')"
1,"('765.1FT', '(310.0FT')"
1,"('(ASR', '1057061)')"
1,"('1057061)', '380407.20N0853300.40W')"
1,"('380407.20N0853300.40W', '(10.8NM')"
1,"('SE', 'SDF)')"
1,"('SDF)', '924.2FT')"
1,"('924.2FT', '(305.1FT')"
1,"('(ASR', '1200017)')"
1,"('1200017)', '381350.00N0864244.30W')"
1,"('381350.00N0864244.30W', '(11.4NM')"
1,"('(11.4NM', 'E')"
1,"('E', 'HNB)')"
1,"('HNB)', '968.2FT')"
1,"('968.2FT', '(369.1FT')"
1,"('(369.1FT', 'AGL)')"
1,"('EVERS', 'NORTH')"
1,"('(ASR', '1035359)')"
1,"('1035359)', '385118.00N0772227.00W')"
1,"('385118.00N0772227.00W', '(6.8NM')"
1,"('IAD)', '780.5FT')"
1,"('780.5FT', '(320.5FT')"
1,"('(320.5FT', 'AGL)')"
1,"('37A...', 'MISSED')"
1,"('DIRECT', 'SAU')"
1,"('SAU', 'VOR/DME')"
1,"('4000,', 'SGD')"
1,"('A3290/24', 'NOTAMC')"
1,"('NOTAMC', 'A3282/24')"
1,"('A3282/24', 'Q)')"
1,"('AT', '2411251240.')"
1,"('2411251240.', 'CANCELED')"
1,"('AT', '2411041345.')"
1,"('(ASR', '1236667)')"
1,"('1236667)', '385119.50N0983820.60W')"
1,"('385119.50N0983820.60W', '(8.1NM')"
1,"('(8.1NM', 'E')"
1,"('E', 'RSL)')"
1,"('RSL)', '2129.6FT')"
1,"('2129.6FT', '(259.8FT')"
1,"('RSV,', '.SFC-3000FT.')"
1,"('(ASR', '1326615)')"
1,"('1326615)', '391931.40N0781814.70W')"
1,"('391931.40N0781814.70W', '(13.2NM')"
1,"('(13.2NM', 'NNW')"
1,"('OKV)', '1201FT')"
1,"('1201FT', '(299FT')"
1,"('(299FT', 'AGL)')"
1,"('(ASR', '1043685)')"
1,"('1043685)', '392441.00N0772818.00W')"
1,"('392441.00N0772818.00W', '(4.5NM')"
1,"('(4.5NM', 'W')"
1,"('W', 'FDK)')"
1,"('FDK)', '690.0FT')"
1,"('690.0FT', '(250.0FT')"
1,"('(ASR', '1213488)')"
1,"('1213488)', '390423.80N0840507.10W')"
1,"('390423.80N0840507.10W', '(5.8NM')"
1,"('(5.8NM', 'E')"
1,"('E', 'I69)')"
1,"('I69)', '1212.6FT')"
1,"('1212.6FT', '(305.8FT')"
1,"('NON-FRANGIBLE', 'VEHICLE')"
1,"('VEHICLE', 'GATE')"
1,"('GATE', 'LOCATED')"
1,"('IN', 'MANDATORY')"
1,"('MANDATORY', 'FRANGIBILITY')"
1,"('FRANGIBILITY', 'ZONE')"
1,"('ZONE', '1805')"
1,"('1805', 'FEET')"
1,"('FEET', 'NORTH')"
1,"('19', 'THRESHOLD')"
1,"('THRESHOLD', '(')"
1,"('(', '38.75185280951969,')"
1,"('38.75185280951969,', '-93.54233915238079)')"
1,"('ZKC.', 'V190')"
1,"('V190', 'MITBEE')"
1,"('OK', 'R-049')"
1,"('R-049', 'TO')"
1,"('TO', 'CARON,')"
1,"('MOCA', '4100.')"
1,"('4100.', 'V190')"
1,"('V190', 'CARON,')"
1,"('TO', 'FIRET,')"
1,"('FIRET,', 'OK')"
1,"('18C', 'ALS')"
1,"('(ASR', '1267638)')"
1,"('1267638)', '390438.00N0905001.60W')"
1,"('390438.00N0905001.60W', '(12.1NM')"
1,"('M71)', '994.8FT')"
1,"('994.8FT', '(259.8FT')"
1,"('(ASR', '1203587)')"
1,"('1203587)', '383702.40N0923132.10W')"
1,"('383702.40N0923132.10W', '(15.5NM')"
1,"('(15.5NM', 'NE')"
1,"('NE', 'H79)')"
1,"('H79)', '1231.0FT')"
1,"('1231.0FT', '(340.9FT')"
1,"('OF', '374400N1212000W')"
1,"('374400N1212000W', '(CA74)')"
1,"('(CA74)', 'SFC-13000FT')"
1,"('SFC-13000FT', 'DLY')"
1,"('DLY', '1600-0100')"
1,"('A', 'SELF')"
1,"('(ASR', '1209473)')"
1,"('1209473)', '383921.10N0925427.70W')"
1,"('383921.10N0925427.70W', '(12.9NM')"
1,"('(12.9NM', 'ESE')"
1,"('ESE', 'DMO)')"
1,"('DMO)', '1378.0FT')"
1,"('1378.0FT', '(500.0FT')"
1,"('(ASN', '2018-AGL-13682-OE)')"
1,"('2018-AGL-13682-OE)', '391149N0881758W')"
1,"('391149N0881758W', '(13.3NM')"
1,"('NE', '1H2)')"
1,"('1H2)', '855FT')"
1,"('855FT', '(267FT')"
1,"('IAP', 'SHENANDOAH')"
1,"('SHENANDOAH', 'VALLEY')"
1,"('RGNL,', 'STAUNTON/WAYNESBORO/HARRISONBURG,')"
1,"('STAUNTON/WAYNESBORO/HARRISONBURG,', 'VA.')"
1,"('AMDT', '9B...')"
1,"('9B...', 'AUTOPILOT')"
1,"('BELOW', '1600')"
1,"('1600', 'FEET.')"
1,"('FEET.', '2309191648-2509191637EST')"
1,"('(ASR', '1039958)')"
1,"('1039958)', '373519.00N0985416.00W')"
1,"('373519.00N0985416.00W', '(10.1NM')"
1,"('(10.1NM', 'SW')"
1,"('SW', 'PTT)')"
1,"('PTT)', '2279.9FT')"
1,"('2279.9FT', '(230.0FT')"
1,"('UNKNOWN)', '380219.39N0854222.33W')"
1,"('380219.39N0854222.33W', '(8.25NM')"
1,"('(8.25NM', 'S')"
1,"('SDF)', '685FT')"
1,"('685FT', '(206FT')"
1,"('(ASR', '1014993)')"
1,"('1014993)', '390622.00N0843338.00W')"
1,"('390622.00N0843338.00W', '(6.1NM')"
1,"('NE', 'CVG)')"
1,"('CVG)', '1107.0FT')"
1,"('1107.0FT', '(296.9FT')"
1,"('NAV', 'LMX')"
1,"('LMX', 'DME')"
1,"('BTN', 'GA')"
1,"('ON', '19R')"
1,"('19R', 'WINDCONE')"
1,"('SYSTEM', 'UNREL')"
1,"('NAV', 'PLX')"
1,"('PLX', 'NDB')"
1,"('APRON', 'RESTRICTED')"
1,"('RESTRICTED', 'APN')"
1,"('TO', 'GA')"
1,"('(ASR', '1022269)')"
1,"('1022269)', '383406.80N0772020.30W')"
1,"('383406.80N0772020.30W', '(11.7NM')"
1,"('A3273/24', 'NOTAMC')"
1,"('NOTAMC', 'A3272/24')"
1,"('A3272/24', 'Q)')"
1,"('B)', '2411232148')"
1,"('2411232148', 'E)')"
1,"('(ASR', '1253976)')"
1,"('1253976)', '384730.00N0915255.00W')"
1,"('384730.00N0915255.00W', '(6.3NM')"
1,"('(6.3NM', 'ESE')"
1,"('ESE', 'FTT)')"
1,"('FTT)', '1025.6FT')"
1,"('1025.6FT', '(264.8FT')"
1,"('EVERS', 'LOW')"
1,"('1000FT', 'AGL-10999FT')"
1,"('(ASR', '1061956)')"
1,"('1061956)', '381246.00N0853313.00W')"
1,"('381246.00N0853313.00W', '(5.3NM')"
1,"('LOU)', '1109.3FT')"
1,"('1109.3FT', '(429.1FT')"
1,"('OF', '376690N981239W')"
1,"('376690N981239W', '(11.9NM')"
1,"('(11.9NM', 'SE')"
1,"('SE', 'PTT)')"
1,"('PTT)', '1796FT')"
1,"('1796FT', '(450FT')"
1,"('36L', '(CAT')"
1,"('HEADING', '260')"
1,"('260', 'AND')"
1,"('AND', 'VIA')"
1,"('VIA', 'FLM')"
1,"('FLM', 'R-314')"
1,"('OF', '391358.50N0763045.10W')"
1,"('391358.50N0763045.10W', '(4.1NM')"
1,"('(4.1NM', 'WSW')"
1,"('WSW', 'W48)')"
1,"('W48)', 'SFC-200FT')"
1,"('22', 'AND')"
1,"('UNKNOWN)', '384514.00N0770735.60W')"
1,"('384514.00N0770735.60W', '(7.21NM')"
1,"('(7.21NM', 'SW')"
1,"('DCA)', '540FT')"
1,"('540FT', '(503FT')"
1,"('(503FT', 'AGL)')"
1,"('A1803/24', 'NOTAMC')"
1,"('NOTAMC', 'A1793/24')"
1,"('A1793/24', 'Q)')"
1,"('12R', 'FICON')"
1,"('AT', '2411251219.')"
1,"('2411251219.', 'CANCELED')"
1,"('E', '100FT')"
1,"('ADJ', 'BARRICADED')"
1,"('UNKNOWN)', '390241N0843711W')"
1,"('390241N0843711W', '(2.5NM')"
1,"('(2.5NM', 'SE')"
1,"('CVG)', '980FT')"
1,"('980FT', '(119FT')"
1,"('(ASR', '1026266)')"
1,"('1026266)', '375359.80N0955049.50W')"
1,"('375359.80N0955049.50W', '(5.4NM')"
1,"('WNW', '3JA)')"
1,"('3JA)', '1689.0FT')"
1,"('1689.0FT', '(487.9FT')"
1,"('(487.9FT', 'AGL)')"
1,"('O46.', 'SFC-14999FT.')"
1,"('AND', 'ADDS')"
1,"('ADDS', 'THE')"
1,"('THE', 'VISUAL')"
1,"('WARNING', 'SYSTEM')"
1,"('SYSTEM', '(VWS)')"
1,"('(VWS)', 'INSTRUCTIONS')"
1,"('INSTRUCTIONS', 'AND')"
1,"('THE', 'SFRA,.')"
1,"('SFRA,.', 'THIS')"
1,"('FDC', '9/1812,')"
1,"('9/1812,', '2/2422')"
1,"('2/2422', 'AND')"
1,"('AND', '1/1155.')"
1,"('1/1155.', 'A')"
1,"('CITED', 'END')"
1,"('NOTAM', '14')"
1,"('AND', 'WASHINGTON,')"
1,"('NOTAM', 'SPECIAL')"
1,"('FLIGHTS:', '(A)')"
1,"('(A)', 'WITHIN')"
1,"('LIMITATIONS;', 'END')"
1,"('(B)', 'BETWEEN')"
1,"('VOR/DME;', '2.')"
1,"('EQUIPMENT.', '3.')"
1,"('NOTAM', 'RETURN')"
1,"('ROUTE.', '4.')"
1,"('(CFR).', '5.')"
1,"('5.', 'ANY')"
1,"('ROUTE.', '6.')"
1,"('AREAS.', 'END')"
1,"('NOTAM', '7.')"
1,"('7.', 'AIRCRAFT')"
1,"('POINT.', '8.')"
1,"('8.', 'PATTERN')"
1,"('(CTAF).', 'END')"
1,"('COMPLETE.', '9.')"
1,"('9.', 'OPERATIONS')"
1,"('NOTAM', 'NOTIFICATION')"
1,"('ARE', 'END')"
1,"('NOTAM', 'ESTABLISHED')"
1,"('VDP', '1.47NM')"
1,"('1.47NM', 'TO')"
1,"('TO', 'RW12L.')"
1,"('RW12L.', 'TEMPORARY')"
1,"('2.5NM', 'NW')"
1,"('12L', '(2022-AWP-9399-OE).')"
1,"('(ASR', '1054160)')"
1,"('1054160)', '382154.00N0814605.00W')"
1,"('382154.00N0814605.00W', '(8.3NM')"
1,"('(8.3NM', 'W')"
1,"('CRW)', '1376.0FT')"
1,"('1376.0FT', '(427.8FT')"
1,"('(427.8FT', 'AGL)')"
1,"('(ASR', '1248029)')"
1,"('1248029)', '384658.50N0870948.00W')"
1,"('384658.50N0870948.00W', '(5.1NM')"
1,"('(5.1NM', 'NNW')"
1,"('DCY)', '761.8FT')"
1,"('761.8FT', '(278.9FT')"
1,"('UNKNOWN)', '381825N0954340W')"
1,"('381825N0954340W', '(.25')"
1,"('(.25', 'NM')"
1,"('RWY', '18)')"
1,"('18)', '1323FT')"
1,"('1323FT', '(150FT')"
1,"('LGTD', 'OR')"
1,"('OR', 'FLAGGED')"
1,"('IAP', 'BALTIMORE/WASHINGTON')"
1,"('0.11', 'DA,')"
1,"('DA,', '468/HAT')"
1,"('468/HAT', '325')"
1,"('325', 'ALL')"
1,"('RVR', '2600.')"
1,"('2600.', 'TEMPORARY')"
1,"('CRANES', '300')"
1,"('300', 'MSL')"
1,"('MSL', '1950')"
1,"('FT', 'N')"
1,"('10', '(2021-AEA-2472,')"
1,"('(2021-AEA-2472,', '73,')"
1,"('73,', '74,')"
1,"('74,', '75,')"
1,"('75,', '76-NRA).')"
1,"('76-NRA).', '2409061403-2507151402EST')"
1,"('OF', '365136N0974313W')"
1,"('365136N0974313W', '(3.6NM')"
1,"('NE', 'O53)')"
1,"('O53)', '2775FT')"
1,"('2775FT', '(472FT')"
1,"('17/35', 'COMMISSIONED')"
1,"('COMMISSIONED', '4500FT')"
1,"('4500FT', 'X')"
1,"('CONC', 'LGTD.')"
1,"('4500FT.', 'RWY')"
1,"('(ASN', '2018-AEA-13582-OE)')"
1,"('2018-AEA-13582-OE)', '382241N0821628W')"
1,"('382241N0821628W', '(5.1NM')"
1,"('(5.1NM', 'SSE')"
1,"('SSE', 'I41)')"
1,"('I41)', '1181FT')"
